,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,training_hours,Experience,Company_Size,Last_new_job
750,407,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,30,10,250.0,1
751,31098,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,1,3,10500.0,1
752,4053,city_103,0.92,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,13,21,2500.0,4
753,13782,city_175,0.7759999999999999,Male,No relevent experience,Part time course,Graduate,STEM,,29,6,250.0,1
754,20767,city_67,0.855,,Has relevent experience,No enrollment,Graduate,STEM,,42,12,,1
755,20113,city_73,0.754,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,28,21,30.0,5
756,4674,city_176,0.764,Female,No relevent experience,No enrollment,Graduate,STEM,,14,4,,1
757,2444,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,88,21,,3
758,19966,city_61,0.913,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,22,21,10500.0,5
759,26367,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,79,4,30.0,1
760,19508,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,20,16,250.0,5
761,13006,city_134,0.698,,No relevent experience,No enrollment,High School,,,48,4,,0
762,7563,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,78,18,250.0,1
763,25993,city_114,0.926,Male,Has relevent experience,No enrollment,High School,,NGO,33,5,2500.0,1
764,18013,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,,78,6,,1
765,27699,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,Other,Pvt Ltd,7,13,2500.0,5
766,3003,city_103,0.92,Male,Has relevent experience,No enrollment,Phd,Humanities,Pvt Ltd,13,9,10500.0,1
767,6620,city_28,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,25,11,2500.0,5
768,4364,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,14,9,250.0,1
769,2296,city_36,0.893,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,130,5,8.0,1
770,17958,city_9,0.743,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,39,6,75.0,2
771,9740,city_103,0.92,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,21,21,10500.0,5
772,1304,city_138,0.836,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,86,12,8.0,5
773,28735,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,35,13,250.0,1
774,32212,city_16,0.91,Male,No relevent experience,Full time course,High School,,,10,4,,1
775,14053,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,Public Sector,80,7,,0
776,22641,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,4,13,75.0,0
777,17900,city_11,0.55,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,43,3,250.0,1
778,31333,city_99,0.915,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,140,21,75.0,5
779,501,city_21,0.624,Male,Has relevent experience,Full time course,High School,,Pvt Ltd,41,2,,0
780,18104,city_71,0.884,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,102,21,75.0,4
781,6092,city_150,0.698,Male,Has relevent experience,No enrollment,Masters,Business Degree,Pvt Ltd,56,21,2500.0,5
782,17249,city_28,0.939,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,81,21,75.0,5
783,1227,city_123,0.738,Male,No relevent experience,No enrollment,Graduate,STEM,,32,10,,0
784,23515,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,Public Sector,27,9,250.0,0
785,16309,city_77,0.83,,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,280,0,250.0,1
786,5368,city_101,0.5579999999999999,Female,Has relevent experience,,Graduate,STEM,Pvt Ltd,15,7,75.0,1
787,27693,city_83,0.923,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,50,18,250.0,5
788,2582,city_16,0.91,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,41,21,30.0,5
789,12096,city_115,0.789,,No relevent experience,Full time course,Masters,STEM,,64,0,,1
790,17526,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,17,3,250.0,1
791,23647,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,105,21,2500.0,0
792,11440,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,,123,21,,3
793,7942,city_104,0.924,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,112,1,250.0,1
794,12064,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,,105,7,,1
795,2170,city_64,0.6659999999999999,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,254,9,250.0,4
796,15663,city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,,82,7,,2
797,18378,city_21,0.624,,Has relevent experience,,Graduate,STEM,Other,12,6,75.0,2
798,5943,city_61,0.913,Male,Has relevent experience,No enrollment,Phd,STEM,Pvt Ltd,33,21,250.0,3
799,8578,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,35,2,2500.0,0
800,28645,city_16,0.91,Female,No relevent experience,Full time course,Masters,STEM,Public Sector,202,6,10500.0,4
801,5101,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,42,21,30.0,5
802,14529,city_16,0.91,Male,No relevent experience,No enrollment,Phd,STEM,Pvt Ltd,110,21,2500.0,1
803,26235,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,24,21,,5
804,24260,city_114,0.926,,No relevent experience,,,,,102,11,250.0,0
805,17549,city_21,0.624,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,65,13,30.0,2
806,17610,city_41,0.8270000000000001,Male,Has relevent experience,No enrollment,Graduate,No Major,Pvt Ltd,150,8,30.0,3
807,10246,city_160,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,,9,17,,1
808,8990,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,,129,4,,1
809,20459,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,6,5,250.0,1
810,22775,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,101,4,250.0,1
811,11212,city_36,0.893,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,48,15,75.0,3
812,11963,city_61,0.913,Female,Has relevent experience,No enrollment,Masters,Humanities,,24,,75.0,1
813,14516,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,50,4,75.0,1
814,6464,city_75,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,52,13,75.0,4
815,31981,city_103,0.92,,No relevent experience,No enrollment,High School,,Pvt Ltd,200,3,,0
816,19350,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,88,14,250.0,3
817,675,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,50,21,,5
818,3374,city_21,0.624,Male,No relevent experience,No enrollment,High School,,,16,0,,0
819,24495,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,212,21,75.0,5
820,8484,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,163,21,10500.0,5
821,12459,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,38,4,7500.0,0
822,29414,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,134,5,250.0,2
823,10548,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,45,21,250.0,1
824,29383,city_100,0.887,Male,No relevent experience,No enrollment,Graduate,STEM,,78,9,,1
825,13373,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,33,0,,0
826,21283,city_10,0.895,Male,Has relevent experience,No enrollment,Masters,STEM,,33,7,,5
827,2280,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,Pvt Ltd,22,3,75.0,2
828,5624,city_90,0.698,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,88,21,75.0,2
829,6778,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,75,7,75.0,5
830,2926,city_114,0.926,Male,No relevent experience,No enrollment,Masters,STEM,,128,21,,1
831,20431,city_152,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,42,16,750.0,5
832,29537,city_54,0.856,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,118,11,75.0,1
833,4450,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,6,0,30.0,1
834,25833,city_21,0.624,,No relevent experience,Full time course,High School,,,110,3,,0
835,33112,city_114,0.926,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,40,9,30.0,1
836,547,city_114,0.926,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,52,12,30.0,5
837,9270,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,NGO,31,6,30.0,4
838,15566,city_13,0.8270000000000001,Male,Has relevent experience,Part time course,High School,,Pvt Ltd,12,6,750.0,2
839,30826,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,42,13,250.0,2
840,250,city_73,0.754,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,146,8,75.0,1
841,25714,city_173,0.878,Male,No relevent experience,No enrollment,Masters,STEM,,52,6,,2
842,28267,city_21,0.624,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,12,0,250.0,1
843,4504,city_74,0.579,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,140,5,8.0,1
844,12581,city_104,0.924,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,108,3,8.0,0
845,15483,city_24,0.698,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,24,21,8.0,5
846,2894,city_61,0.913,Male,Has relevent experience,No enrollment,Graduate,STEM,,4,5,,1
847,15726,city_61,0.913,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,52,21,,1
848,17117,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,72,11,8.0,3
849,14182,city_80,0.847,Male,No relevent experience,Full time course,Graduate,STEM,,30,5,,1
850,3699,city_16,0.91,,Has relevent experience,Part time course,Graduate,STEM,,226,5,,1
851,29624,city_97,0.925,,No relevent experience,Full time course,Graduate,STEM,,16,3,,3
852,16168,city_46,0.762,Female,Has relevent experience,No enrollment,Masters,STEM,,12,9,250.0,2
853,9800,city_103,0.92,,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,59,21,10500.0,3
854,9544,city_21,0.624,Male,No relevent experience,No enrollment,Graduate,STEM,,190,4,,0
855,1433,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,80,5,,1
856,27458,city_46,0.762,Male,No relevent experience,Full time course,Graduate,STEM,Public Sector,46,8,10500.0,1
857,4804,city_21,0.624,Male,Has relevent experience,No enrollment,Masters,STEM,,41,10,,1
858,24376,city_114,0.926,,No relevent experience,No enrollment,Masters,Business Degree,Pvt Ltd,21,2,250.0,2
859,31613,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,8,21,10500.0,5
860,26895,city_65,0.802,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,101,6,75.0,3
861,17085,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,,88,21,,5
862,22698,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,,25,3,,1
863,146,city_103,0.92,Other,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,4,9,75.0,2
864,24022,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,23,14,10500.0,1
865,14658,city_102,0.804,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,34,17,30.0,5
866,21548,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,55,21,250.0,1
867,9827,city_138,0.836,Male,No relevent experience,Full time course,High School,,,112,2,,0
868,18544,city_21,0.624,Male,Has relevent experience,Full time course,High School,,Pvt Ltd,96,6,2500.0,0
869,28874,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,Funded Startup,18,3,30.0,1
870,6361,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,35,7,7500.0,5
871,13089,city_16,0.91,Male,No relevent experience,No enrollment,High School,,,22,5,,0
872,23426,city_57,0.866,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,18,13,10500.0,1
873,22520,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,,8,7,,4
874,9649,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Business Degree,Pvt Ltd,33,16,75.0,1
875,23255,city_100,0.887,,No relevent experience,Full time course,Graduate,STEM,,54,5,,0
876,24081,city_64,0.6659999999999999,Male,No relevent experience,Full time course,Graduate,Arts,,94,2,,1
877,23116,city_16,0.91,Male,No relevent experience,No enrollment,Primary School,,,47,2,,0
878,27338,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,,103,11,,1
879,14873,city_36,0.893,,Has relevent experience,No enrollment,Graduate,STEM,,5,8,250.0,5
880,11886,city_123,0.738,Male,No relevent experience,No enrollment,Masters,STEM,,12,14,,5
881,9207,city_114,0.926,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,39,8,8.0,0
882,3291,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,62,21,250.0,5
883,5002,city_73,0.754,,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,22,5,7500.0,1
884,6768,city_21,0.624,Male,No relevent experience,Part time course,High School,,,29,2,,0
885,6281,city_103,0.92,Male,No relevent experience,No enrollment,Masters,STEM,Other,184,5,7500.0,1
886,11155,city_103,0.92,Male,No relevent experience,Full time course,High School,,Pvt Ltd,20,5,10500.0,1
887,14342,city_70,0.698,Male,Has relevent experience,No enrollment,Graduate,STEM,Other,30,9,8.0,2
888,10394,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Other,Funded Startup,10,15,75.0,1
889,14014,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,166,14,250.0,1
890,28671,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,96,4,30.0,0
891,5109,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,15,21,250.0,1
892,31775,city_160,0.92,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,78,21,750.0,5
893,17944,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,Business Degree,Pvt Ltd,43,11,2500.0,1
894,7499,city_28,0.939,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,9,5,8.0,5
895,13124,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,,36,6,,1
896,22808,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,,264,2,250.0,2
897,29695,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,34,21,,1
898,6167,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,No Major,,20,14,75.0,1
899,137,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,NGO,37,21,250.0,3
900,19494,city_99,0.915,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,47,21,750.0,5
901,33277,city_11,0.55,,No relevent experience,No enrollment,Masters,STEM,,12,0,,1
902,3760,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,23,10,2500.0,5
903,6837,city_90,0.698,Male,No relevent experience,Full time course,,,,37,6,,4
904,27220,city_75,0.939,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,77,9,30.0,1
905,26985,city_115,0.789,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,246,3,75.0,1
906,23667,city_103,0.92,Male,Has relevent experience,No enrollment,High School,,,160,9,,0
907,7793,city_136,0.897,Male,No relevent experience,No enrollment,Masters,STEM,NGO,116,8,7500.0,4
908,11502,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,43,0,75.0,0
909,5882,city_114,0.926,,Has relevent experience,Full time course,Graduate,STEM,,44,13,,5
910,24978,city_21,0.624,,Has relevent experience,,Graduate,STEM,Pvt Ltd,42,2,75.0,2
911,25866,city_99,0.915,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,6,7,30.0,5
912,30020,city_103,0.92,Male,No relevent experience,Full time course,High School,,,51,2,,1
913,5380,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,11,17,30.0,5
914,20045,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,7,6,75.0,2
915,26651,city_61,0.913,Male,Has relevent experience,No enrollment,Masters,STEM,Public Sector,37,21,30.0,5
916,14077,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,116,13,2500.0,1
917,32000,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,,7,21,,2
918,26694,city_48,0.493,,Has relevent experience,Full time course,Graduate,STEM,,15,2,,0
919,167,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,29,13,,3
920,28381,city_67,0.855,,Has relevent experience,No enrollment,Masters,STEM,,30,11,,1
921,24612,city_160,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,36,21,8.0,2
922,17481,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,Public Sector,32,11,,5
923,28007,city_46,0.762,Male,No relevent experience,Full time course,Graduate,STEM,,56,0,,0
924,26178,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,11,5,10500.0,1
925,13467,city_40,0.7759999999999999,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,104,4,250.0,2
926,5720,city_21,0.624,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,32,3,10500.0,2
927,18565,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,12,8,250.0,3
928,17018,city_75,0.939,Male,Has relevent experience,Part time course,Graduate,Business Degree,Pvt Ltd,67,6,10500.0,5
929,13047,city_159,0.843,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,4,12,750.0,4
930,20475,city_21,0.624,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,15,8,10500.0,1
931,5150,city_75,0.939,Male,Has relevent experience,No enrollment,Phd,STEM,Pvt Ltd,43,21,10500.0,2
932,31451,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,19,6,250.0,1
